time,theta,beta,hip_vx,hip_vz
1.064,1.5980250565057268,0.09791905854036984,0.10000000000000286,0.0
1.065,1.597941795903992,0.09752509733232753,0.10000000000000286,0.0
1.066,1.5978588676458803,0.09713109835742179,0.10000000000000286,0.0
1.067,1.5977762717948478,0.09673706172102935,0.10000000000000286,0.0
1.068,1.5976940084142193,0.09634298752859535,0.10000000000000286,0.0
1.069,1.597612077567184,0.09594887588563313,0.10000000000000286,0.0
1.07,1.5975304793167957,0.09555472689772417,0.10000000000000286,0.0
1.071,1.597449213725975,0.0951605406705177,0.10000000000000286,0.0
1.072,1.5973682808575074,0.094766317309731,0.10000000000000286,0.0
1.073,1.5972876807740437,0.09437205692114868,0.10000000000000286,0.0
1.074,1.5972074135380991,0.09397775961062318,0.10000000000000286,0.0
1.075,1.5971274792120538,0.0935834254840741,0.10000000000000286,0.0
1.076,1.5970478778581523,0.09318905464748843,0.10000000000000286,0.0
1.077,1.5969686095385043,0.09279464720692013,0.10000000000000286,0.0
1.078,1.5968896743150836,0.09240020326849013,0.10000000000000286,0.0
1.079,1.5968110722497264,0.09200572293838637,0.10000000000000286,0.0
1.08,1.596732803404135,0.09161120632286328,0.10000000000000286,0.0
1.081,1.596654867839874,0.09121665352824189,0.10000000000000286,0.0
1.082,1.596577265618373,0.09082206466090965,0.10000000000000286,0.0
1.083,1.596499996800924,0.09042743982732034,0.10000000000000286,0.0
1.084,1.596423061448681,0.09003277913399377,0.10000000000000286,0.0
1.085,1.596346459622664,0.08963808268751576,0.10000000000000286,0.0
1.086,1.5962701913837534,0.089243350594538,0.10000000000000286,0.0
1.087,1.5961942567926934,0.08884858296177787,0.10000000000000286,0.0
1.088,1.596118655910091,0.08845377989601835,0.10000000000000286,0.0
1.089,1.596043388796416,0.0880589415041077,0.10000000000000286,0.0
1.09,1.595968455511999,0.08766406789295964,0.10000000000000286,0.0
1.091,1.5958938561170346,0.08726915916955287,0.10000000000000286,0.0
1.092,1.5958195906715773,0.08687421544093117,0.10000000000000286,0.0
1.093,1.5957456592355452,0.0864792368142032,0.10000000000000286,0.0
1.094,1.5956720618687166,0.08608422339654231,0.10000000000000286,0.0
1.095,1.595598798630732,0.08568917529518635,0.10000000000000286,0.0
1.096,1.5955258695810928,0.08529409261743771,0.10000000000000286,0.0
1.097,1.5954532747791628,0.08489897547066286,0.10000000000000286,0.0
1.098,1.5953810142841647,0.08450382396229263,0.10000000000000286,0.0
1.099,1.5953090881551841,0.08410863819982167,0.10000000000000286,0.0
1.1,1.5952374964511664,0.0837134182908085,0.10000000000000286,0.0
1.101,1.5951662392309174,0.08331816434287541,0.10000000000000286,0.0
1.102,1.595095316553103,0.08292287646370824,0.10000000000000286,0.0
1.103,1.59502472847625,0.08252755476105621,0.10000000000000286,0.0
1.104,1.5949544750587445,0.08213219934273172,0.10000000000000286,0.0
1.105,1.594884556358833,0.08173681031661047,0.10000000000000286,0.0
1.106,1.594814972434622,0.08134138779063091,0.10000000000000286,0.0
1.107,1.5947457233440763,0.08094593187279456,0.10000000000000286,0.0
1.108,1.5946768091450212,0.08055044267116539,0.10000000000000286,0.0
1.109,1.5946082298951414,0.08015492029387002,0.10000000000000286,0.0
1.11,1.5945399856519793,0.07975936484909747,0.10000000000000286,0.0
1.111,1.5944720764729388,0.07936377644509886,0.10000000000000286,0.0
1.112,1.5944045024152793,0.07896815519018759,0.10000000000000286,0.0
1.113,1.5943372635361213,0.07857250119273884,0.10000000000000286,0.0
1.114,1.5942703598924428,0.07817681456118966,0.10000000000000286,0.0
1.115,1.5942037915410805,0.07778109540403873,0.10000000000000286,0.0
1.116,1.5941375585387305,0.07738534382984609,0.10000000000000286,0.0
1.117,1.5940716609419434,0.07698955994723339,0.10000000000000286,0.0
1.118,1.5940060988071318,0.07659374386488317,0.10000000000000286,0.0
1.119,1.5939408721905621,0.07619789569153938,0.10000000000000286,0.0
1.12,1.5938759811483616,0.07580201553600648,0.10000000000000286,0.0
1.121,1.5938114257365132,0.07540610350714991,0.10000000000000286,0.0
1.122,1.593747206010857,0.07501015971389566,0.10000000000000286,0.0
1.123,1.5936833220270916,0.07461418426523005,0.10000000000000286,0.0
1.124,1.59361977384077,0.07421817727019989,0.10000000000000286,0.0
1.125,1.5935565615073046,0.07382213883791197,0.10000000000000286,0.0
1.1260000000000001,1.5934936850819634,0.07342606907753313,0.10000000000000286,0.0
1.127,1.5934311446198708,0.07302996809829003,0.10000000000000286,0.0
